Payment_ID,Invoice_ID,Student_ID,Payment_Date,Payment_Method,Amount_Paid,Transaction_Reference,Payment_Status,Payment_Date_DT
PAY0002826,INV0002596,STU000350,2030-01-15,Card,5948000,TXN-01944457QO,Successful,2030-01-15
PAY0002827,INV0002729,STU001051,2026-09-26,Bank Transfer,12030000,TXN-89976295NJ,Successful,2026-09-26
PAY0002828,INV0000545,STU000348,2023-02-19,E-Wallet,4776000,TXN-53046215AY,Successful,2023-02-19
PAY0002829,INV0000624,STU000651,2026-07-18,E-Wallet,13472000,TXN-73193343WN,Successful,2026-07-18
PAY0002830,INV0002109,STU001427,2026-08-11,Cash,29599000,TXN-00894093UV,Successful,2026-08-11
PAY0002831,INV0002894,STU001247,2024-09-03,Card,10766000,TXN-85496241UN,Successful,2024-09-03
PAY0002832,INV0000067,STU000755,2026-08-22,Cash,15628000,TXN-25900981NF,Successful,2026-08-22
PAY0002833,INV0000457,STU001362,2025-08-23,Cash,1715000,TXN-00025996PN,Successful,2025-08-23
PAY0002834,INV0000085,STU000190,2026-03-20,E-Wallet,10803000,TXN-36988843BZ,Successful,2026-03-20
PAY0002835,INV0001509,STU000505,2026-01-02,E-Wallet,11315000,TXN-69586780FC,Successful,2026-01-02
PAY0002836,INV0000478,STU000240,2025-09-23,Cash,13896000,TXN-62619191MA,Successful,2025-09-23
PAY0002837,INV0002396,STU000646,2022-11-04,Cash,8537000,TXN-62139466TU,Successful,2022-11-04
PAY0002838,INV0001243,STU000742,2024-04-30,Card,19038000,TXN-70872795IH,Successful,2024-04-30
PAY0002839,INV0000107,STU001063,2027-05-28,Bank Transfer,20254000,TXN-89501846HY,Successful,2027-05-28
PAY0002840,INV0001311,STU000143,2025-09-01,E-Wallet,2922000,TXN-54661678NM,Pending,2025-09-01
PAY0002841,INV0002552,STU000932,2027-07-09,Cash,18152000,TXN-81842543TV,Successful,2027-07-09
PAY0002842,INV0000969,STU001230,2022-03-17,Bank Transfer,4940000,TXN-55692482LG,Reversed,2022-03-17
PAY0002843,INV0002131,STU000349,2025-12-15,Card,11767000,TXN-57173397SW,Successful,
PAY0002844,INV0001614,STU001478,2024-06-12,Bank Transfer,9565000,TXN-52160817NS,Reversed,2024-04-12
PAY0002845,INV0000326,STU000164,2027-07-06,E-Wallet,18788000,TXN-98985213MJ,Successful,2027-07-06
PAY0002846,INV0000076,STU000950,2023-08-29,E-Wallet,19521000,TXN-61926633AW,Successful,2023-08-29
PAY0002847,INV0002142,STU001293,2023-03-12,Card,21176000,TXN-99671644LK,Successful,2023-03-12
PAY0002848,INV0000989,STU001375,2027-04-24,E-Wallet,16486000,TXN-07845194TS,Successful,2027-04-24
PAY0002849,INV0002562,STU000904,2027-01-03,Cash,20275000,TXN-27715955ZG,Successful,2027-01-03
PAY0002850,INV0002697,STU001041,2025-08-20,Card,13092000,TXN-73783376MZ,Successful,2025-07-01
PAY0002851,INV0001196,STU000695,2026-05-09,Card,9038000,TXN-72264216DO,Successful,2026-05-09
PAY0002852,INV0001828,STU000605,2024-02-19,Card,13088000,TXN-94524471NC,Successful,2024-02-19
PAY0002853,INV0000835,STU001181,2022-05-18,E-Wallet,10689000,TXN-92089449GS,Successful,2022-05-18
PAY0002854,INV0000366,STU000968,2024-11-04,Bank Transfer,13677000,TXN-10359400PT,Successful,2024-11-04
PAY0002855,INV0002628,STU001315,2027-01-14,Bank Transfer,18325000,TXN-84196397MN,Successful,2027-01-14
PAY0002856,INV0002757,STU001391,2024-12-27,Card,13323000,TXN-84817657YN,Failed,2024-12-27
PAY0002857,INV0002868,STU000313,2025-10-30,Bank Transfer,26590000,TXN-60606443BF,Successful,2025-10-30
PAY0002858,INV0001946,STU000148,2026-07-16,Card,28015000,TXN-15730941NC,Successful,2026-07-16
PAY0002859,INV0001028,STU001486,2023-12-14,Bank Transfer,11926000,TXN-60000789OS,Successful,2023-12-14
PAY0002860,INV0002911,STU000375,2024-10-27,Bank Transfer,2954000,TXN-10779091HL,Successful,2024-10-27
PAY0002861,INV0002926,STU001464,2028-10-02,Bank Transfer,17277000,TXN-82152158BR,Successful,2028-10-02
PAY0002862,INV0002442,STU001016,2026-10-21,Bank Transfer,23489000,TXN-55525977DC,Successful,2026-10-10
PAY0002863,INV0001243,STU000742,2024-04-11,Cash,11924000,TXN-44163070KY,Successful,2024-04-11
PAY0002864,INV0000584,STU000876,2027-06-06,E-Wallet,7240000,TXN-34543101LU,Pending,2027-06-06
PAY0002865,INV0000425,STU000003,2022-10-26,Bank Transfer,6387000,TXN-49567510YG,Successful,2022-10-26
PAY0002866,INV0001344,STU000397,2027-07-02,Cash,3868000,TXN-87828467NY,Successful,2027-07-02
PAY0002867,INV0002797,STU000351,2025-01-26,Card,9687000,TXN-59347924MA,Successful,2025-01-26
PAY0002868,INV0002101,STU001056,2024-08-12,Bank Transfer,6703000,TXN-12318097KS,Successful,2024-08-12
PAY0002869,INV0002274,STU001375,2027-09-02,Cash,8167000,TXN-42066312QG,Successful,2027-09-02
PAY0002870,INV0001113,STU001076,2020-05-31,Bank Transfer,5053000,TXN-05650765AP,Successful,2020-05-31
PAY0002871,INV0000589,STU001452,2024-07-15,E-Wallet,11318000,TXN-91161544RQ,Successful,2024-07-15
PAY0002872,INV0002275,STU000635,2025-05-31,Card,4165000,TXN-94766943TV,Pending,2025-05-31
PAY0002873,INV0002916,STU001342,2025-11-27,Cash,4383000,TXN-75403155XV,Successful,2025-11-27
PAY0002874,INV0002239,STU001349,2021-12-15,Bank Transfer,5223000,TXN-11146337KJ,Successful,2021-12-15
PAY0002875,INV0000707,STU001474,2020-10-05,Cash,11952000,TXN-97224874HJ,Successful,2020-10-05
PAY0002876,INV0001239,STU000722,2027-09-30,Cash,3505000,TXN-67287651GA,Successful,2027-09-30
PAY0002877,INV0000989,STU001375,2027-02-15,Cash,17921000,TXN-42768670LO,Successful,2027-01-21
PAY0002878,INV0002252,STU000627,2025-10-11,Cash,9975000,TXN-93995846XT,Failed,2025-10-11
PAY0002879,INV0001655,STU000978,2023-06-04,Bank Transfer,9316000,TXN-68517500ZD,Failed,2023-06-04
PAY0002880,INV0001736,STU001132,2029-02-23,E-Wallet,12165000,TXN-14941925CZ,Successful,2029-02-23
PAY0002881,INV0001634,STU000413,2026-07-10,Bank Transfer,11122000,TXN-76192317RV,Successful,2026-07-10
PAY0002882,INV0001599,STU000368,2024-09-24,Bank Transfer,6271000,TXN-70397229AD,Successful,2024-09-24
PAY0002883,INV0000953,STU000012,2023-03-04,Bank Transfer,25647000,TXN-66712571PS,Successful,2023-03-04
PAY0002884,INV0000969,STU001230,2022-03-10,Cash,6061000,TXN-02822905UV,Successful,2022-03-10
PAY0002885,INV0001103,STU000444,2029-01-05,E-Wallet,8002000,TXN-68863271DH,Successful,2029-01-05
PAY0002886,INV0002042,STU001091,2022-02-07,E-Wallet,10918000,TXN-45879608RO,Reversed,2022-02-07
PAY0002887,INV0002930,STU000437,2024-11-13,Card,6827000,TXN-79498205ZU,Successful,2024-11-13
PAY0002888,INV0002408,STU000770,2026-06-06,Cash,8555000,TXN-40979695DN,Successful,2026-06-06
PAY0002889,INV0001308,STU001288,2025-05-23,Bank Transfer,17297000,TXN-07237365CU,Successful,2025-05-23
PAY0002890,INV0000503,STU000415,2022-10-03,Card,15492000,TXN-40484598YL,Successful,2022-10-03
PAY0002891,INV0002086,STU000403,2025-05-15,E-Wallet,12000000,TXN-49541437XV,Successful,2025-05-15
PAY0002892,INV0000562,STU001025,2024-08-18,Cash,15560000,TXN-28596252FX,Successful,2024-08-18
PAY0002893,INV0000479,STU001477,2029-02-04,Card,9396000,TXN-47099216BE,Successful,2029-02-04
PAY0002894,INV0001129,STU000144,2021-09-21,Cash,13043000,TXN-76716563UV,Successful,2021-09-21
PAY0002895,INV0002724,STU001247,2026-08-18,E-Wallet,9496000,TXN-83445518MU,Successful,2026-08-18
PAY0002896,INV0002387,STU000404,2027-11-30,Card,5117000,TXN-16859353TO,Successful,2027-11-30
PAY0002897,INV0000598,STU000563,2022-11-18,Cash,12801000,TXN-23763046VW,Successful,2022-11-18
PAY0002898,INV0000138,STU000852,2025-10-01,Card,9109000,TXN-89912377OA,Successful,2025-10-01
PAY0002899,INV0000368,STU000199,2025-01-18,Cash,7041000,TXN-14894631MP,Successful,2025-01-18
PAY0002900,INV0000990,STU000505,2023-04-25,Bank Transfer,8440000,TXN-90915984NH,Successful,
PAY0002901,INV0001159,STU001242,2022-11-23,Cash,11294000,TXN-80248662ML,Successful,2022-11-23
PAY0002902,INV0002111,STU000187,2029-07-11,E-Wallet,20094000,TXN-19197555LP,Successful,2029-07-11
PAY0002903,INV0001922,STU000400,2028-02-03,Card,16274000,TXN-30762999PJ,Successful,2028-02-03
PAY0002904,INV0000696,STU000448,2025-05-28,E-Wallet,29918000,TXN-55490916QQ,Successful,2025-05-28
PAY0002905,INV0000669,STU001135,2025-04-17,Card,4686000,TXN-09770418AL,Successful,2025-04-17
PAY0002906,INV0002693,STU000406,2022-05-25,Card,15053000,TXN-83987292SM,Successful,2022-05-25
PAY0002907,INV0002518,STU000404,2028-10-09,E-Wallet,2734000,TXN-46319827BW,Successful,2028-10-09
PAY0002908,INV0001369,STU000694,2021-11-04,E-Wallet,9674000,TXN-93133517KM,Successful,2021-11-04
PAY0002909,INV0000581,STU000848,2026-12-23,Bank Transfer,18884000,TXN-24073997WE,Successful,2026-12-23
PAY0002910,INV0000947,STU000516,2020-11-25,Card,30352000,TXN-25964375HT,Pending,2020-11-25
PAY0002911,INV0002191,STU000495,2027-05-26,Card,10294000,TXN-63145492EN,Successful,2027-05-26
PAY0002912,INV0001725,STU000079,2027-03-11,Card,26572000,TXN-70349800GR,Successful,2027-03-11
PAY0002913,INV0000960,STU000999,2028-12-23,Bank Transfer,27778000,TXN-73633225YP,Successful,2028-12-23
PAY0002914,INV0002228,STU000855,2021-02-10,Card,16375000,TXN-15040059AT,Successful,2021-02-10
PAY0002915,INV0002125,STU000466,2025-05-29,Cash,12577000,TXN-06389702VG,Successful,2025-05-29
PAY0002916,INV0000642,STU000957,2023-07-29,Card,36405000,TXN-40260569CZ,Successful,2023-07-29
PAY0002917,INV0001926,STU001034,2026-03-29,Bank Transfer,7280000,TXN-95501698LW,Successful,
PAY0002918,INV0002663,STU001449,2028-03-03,Card,5752000,TXN-90447410HL,Successful,2028-03-03
PAY0002919,INV0001847,STU000983,2025-03-06,Cash,25883000,TXN-81752386IZ,Successful,2025-03-06
PAY0002920,INV0000049,STU000381,2025-01-12,Cash,9962000,TXN-39469458WK,Successful,2025-01-12
PAY0002921,INV0002737,STU000604,2026-10-22,E-Wallet,10499000,TXN-89605451ZY,Successful,2026-10-22
PAY0002922,INV0000783,STU000621,2021-10-11,Cash,6667000,TXN-09453652IM,Successful,2021-10-11
PAY0002923,INV0002814,STU000746,2029-05-16,E-Wallet,15351000,TXN-65819304RK,Successful,2029-05-16
PAY0002924,INV0002593,STU000801,2023-06-15,Card,7520000,TXN-13915674OT,Successful,2023-03-17
PAY0002925,INV0000088,STU000456,2024-11-27,E-Wallet,13725000,TXN-50017852NW,Reversed,2024-11-27
PAY0002926,INV0001638,STU000130,2025-12-14,Bank Transfer,8362000,TXN-67043951TS,Reversed,2025-12-14
PAY0002927,INV0002889,STU000875,2025-05-27,Bank Transfer,13243000,TXN-33297719LF,Successful,2025-05-27
PAY0002928,INV0000850,STU000486,2025-07-09,Cash,9764000,TXN-28055293UQ,Successful,2025-07-09
PAY0002929,INV0002960,STU000246,2025-04-21,Bank Transfer,12231000,TXN-34396489TE,Successful,2025-04-21
PAY0002930,INV0000234,STU001217,2024-07-09,Cash,7914000,TXN-05991505UI,Successful,2024-07-09
PAY0002931,INV0000757,STU000871,2028-10-10,Card,18459000,TXN-86794637AO,Reversed,2028-10-10
PAY0002932,INV0000999,STU000925,2024-06-11,Card,11677000,TXN-62456621YD,Successful,2024-06-11
PAY0002933,INV0002595,STU000300,2025-03-28,Bank Transfer,13407000,TXN-46230234LX,Failed,2025-03-28
PAY0002934,INV0002120,STU000172,2024-01-15,E-Wallet,21063000,TXN-47047001ER,Successful,2024-01-15
PAY0002935,INV0002292,STU000729,2023-06-16,Cash,6385000,TXN-61630317KZ,Successful,2023-06-16
PAY0002936,INV0002179,STU000258,2022-07-10,E-Wallet,8995000,TXN-78159124AV,Successful,2022-07-10
PAY0002937,INV0000492,STU001007,2023-06-18,Card,7459000,TXN-20833524ZN,Successful,2023-06-18
PAY0002938,INV0002978,STU001047,2023-02-08,Bank Transfer,8598000,TXN-91912425PT,Successful,2023-01-17
PAY0002939,INV0002553,STU000614,2024-01-13,Card,13289000,TXN-59772373MW,Failed,2024-01-13
PAY0002940,INV0000643,STU000680,2027-10-12,Cash,10376000,TXN-88706020AI,Failed,2027-10-12
PAY0002941,INV0000753,STU001185,2027-07-26,Bank Transfer,3113000,TXN-31332761TL,Successful,2027-07-26
PAY0002942,INV0002207,STU000401,2022-12-10,Card,13258000,TXN-58344426RV,Successful,2022-12-10
PAY0002943,INV0001198,STU001282,2020-07-31,Bank Transfer,7541000,TXN-91315242PB,Successful,2020-07-31
PAY0002944,INV0002049,STU000386,2023-11-12,Bank Transfer,11954000,TXN-65426969CD,Successful,2023-11-12
PAY0002945,INV0001317,STU000292,2026-02-02,E-Wallet,4085000,TXN-42161645XD,Successful,2026-02-02
PAY0002946,INV0002872,STU000548,2026-10-31,Card,21718000,TXN-70153375II,Successful,2026-10-31
PAY0002947,INV0001117,STU000404,2029-03-24,Cash,16471000,TXN-60684949GK,Successful,2029-03-24
PAY0002948,INV0001653,STU000911,2029-08-26,E-Wallet,8978000,TXN-95650630XF,Successful,2029-08-26
PAY0002949,INV0001264,STU000911,2027-10-12,Cash,6372000,TXN-25475554FT,Successful,2027-10-12
PAY0002950,INV0002489,STU000614,2022-04-21,Bank Transfer,22986000,TXN-87796952EA,Successful,2022-04-21
PAY0002951,INV0001037,STU000539,2025-09-10,Card,16714000,TXN-23700850VD,Successful,2025-09-10
PAY0002952,INV0001700,STU001317,2028-07-22,E-Wallet,4502000,TXN-53295102YZ,Successful,2028-07-22
PAY0002953,INV0000155,STU001328,2023-05-26,Cash,6635000,TXN-00656908PB,Successful,2023-05-26
PAY0002954,INV0001639,STU000495,2027-06-06,Card,7063000,TXN-40463118XF,Successful,2027-06-06
PAY0002955,INV0002870,STU001453,2023-07-04,Cash,10347000,TXN-52754619LB,Failed,2023-07-04
PAY0002956,INV0000717,STU000822,2026-06-26,Card,24547000,TXN-05404482YD,Failed,2024-12-09
PAY0002957,INV0000522,STU001185,2026-05-11,Bank Transfer,12453000,TXN-12155166YZ,Failed,2026-05-11
PAY0002958,INV0001885,STU000831,2024-11-27,Cash,10116000,TXN-02222532MY,Successful,2024-11-27
PAY0002959,INV0002525,STU001161,2025-09-01,Cash,5833000,TXN-54537450YS,Failed,2025-09-01
PAY0002960,INV0002389,STU000340,2027-01-17,Card,25623000,TXN-65377950JJ,Successful,2027-01-17
PAY0002961,INV0001261,STU000180,2025-03-08,E-Wallet,19518000,TXN-20232103UQ,Failed,2025-03-08
PAY0002962,INV0002139,STU001184,2027-09-20,Cash,9307000,TXN-35665601IM,Successful,2027-09-20
PAY0002963,INV0000133,STU001087,2023-08-19,Card,59982000,TXN-83589252YB,Successful,2023-07-30
PAY0002964,INV0000948,STU001354,2022-02-18,Card,8610000,TXN-45282392KW,Successful,2022-02-18
PAY0002965,INV0001203,STU000804,2026-10-04,Card,4005000,TXN-98820393QI,Reversed,2026-10-04
PAY0002966,INV0002730,STU000454,2023-05-01,E-Wallet,5686000,TXN-44602676HI,Successful,2023-05-01
PAY0002967,INV0002540,STU001449,2029-09-15,Card,12016000,TXN-88895398RS,Successful,2029-09-15
PAY0002968,INV0002450,STU000050,2022-01-13,Card,29526000,TXN-38710736GV,Successful,2022-01-13
PAY0002969,INV0001886,STU000878,2028-03-07,Cash,25865000,TXN-30314371VL,Successful,2028-03-07
PAY0002970,INV0002572,STU000359,2028-06-22,Bank Transfer,7735000,TXN-01292351EV,Successful,2028-06-22
PAY0002971,INV0000245,STU001375,2028-07-17,E-Wallet,17353000,TXN-62504330AI,Failed,2028-07-17
PAY0002972,INV0002876,STU000775,2024-03-28,E-Wallet,26881000,TXN-16552942TH,Successful,2024-03-28
PAY0002973,INV0002283,STU001339,2026-05-25,Cash,19489000,TXN-75849546MO,Successful,2026-05-25
PAY0002974,INV0001538,STU000918,2027-11-08,Card,5145000,TXN-40627848MG,Successful,2027-11-08
PAY0002975,INV0002850,STU000432,2029-05-21,Card,5664000,TXN-65156747RD,Successful,2029-05-21
PAY0002976,INV0000320,STU000412,2027-12-28,Bank Transfer,6250000,TXN-40750825OP,Successful,2027-12-28
PAY0002977,INV0002206,STU000309,2029-01-26,Card,9443000,TXN-87601370GH,Successful,2029-01-26
PAY0002978,INV0000145,STU001254,2021-06-30,E-Wallet,4369000,TXN-81426000ZW,Successful,2021-06-30
PAY0002979,INV0000141,STU000608,2023-09-05,Cash,20778000,TXN-46989223QH,Successful,2023-09-05
PAY0002980,INV0001985,STU000980,2025-05-04,Bank Transfer,15271000,TXN-86487272XU,Successful,2025-05-04
PAY0002981,INV0002164,STU001461,2027-09-29,Card,7858000,TXN-03296207MZ,Successful,2027-09-29
PAY0002982,INV0002382,STU000161,2027-03-13,E-Wallet,6965000,TXN-42349769LR,Successful,2027-03-13
PAY0002983,INV0002241,STU000198,2023-05-01,E-Wallet,8643000,TXN-40089971MU,Pending,2023-05-01
PAY0002984,INV0000037,STU000037,2022-09-13,Card,4104000,TXN-13843962LO,Successful,2022-09-13
PAY0002985,INV0000989,STU001375,2027-03-05,E-Wallet,18561000,TXN-62778166BD,Failed,2027-03-05
PAY0002986,INV0000565,STU000691,2027-07-16,Cash,6343000,TXN-20784481BI,Successful,2027-07-16
PAY0002987,INV0000557,STU000623,2025-03-19,E-Wallet,22575000,TXN-11490053OT,Successful,2025-03-19
PAY0002988,INV0001515,STU000666,2024-09-19,Cash,5580000,TXN-53774420QC,Successful,2024-09-19
PAY0002989,INV0001878,STU001175,2025-01-04,Bank Transfer,5854000,TXN-68491529VE,Successful,2025-01-04
PAY0002990,INV0000811,STU001286,2025-05-31,Bank Transfer,11538000,TXN-79110999CX,Successful,2025-05-31
PAY0002991,INV0002715,STU001454,2026-08-13,Bank Transfer,16470000,TXN-90392572KP,Successful,2026-08-13
PAY0002992,INV0002098,STU001253,2025-05-01,Card,9366000,TXN-83491680FU,Successful,2025-05-01
PAY0002993,INV0000101,STU000353,2019-08-14,Card,12206000,TXN-65292155KH,Successful,2019-08-14
PAY0002994,INV0000623,STU000176,2021-04-08,Bank Transfer,9063000,TXN-26535313EJ,Successful,2021-04-08
PAY0002995,INV0000627,STU000490,2024-11-12,Card,17829000,TXN-40206063GF,Pending,2024-11-12
PAY0002996,INV0002211,STU000682,2025-05-13,E-Wallet,11494000,TXN-21857704UF,Successful,2025-05-13
PAY0002997,INV0002446,STU000156,2024-09-15,Cash,20230000,TXN-15132670ID,Successful,2024-09-15
PAY0002998,INV0000008,STU000476,2020-12-04,Cash,5252000,TXN-38217315UL,Successful,2020-12-04
PAY0002999,INV0001230,STU000788,2026-06-25,Bank Transfer,7173000,TXN-68730308FG,Successful,2026-06-25
PAY0003000,INV0000009,STU001081,2025-11-03,Cash,7947000,TXN-23781630YN,Failed,2025-10-18
PAY0003001,INV0001583,STU001043,2026-07-13,E-Wallet,2800000,TXN-98026151IO,Successful,2026-07-13
PAY0003002,INV0000588,STU000072,2023-06-19,Card,11391000,TXN-00155447GZ,Successful,2023-06-19
PAY0003003,INV0001347,STU000002,2023-11-09,E-Wallet,8975000,TXN-28324511NZ,Successful,2023-11-09
PAY0003004,INV0001796,STU000373,2025-10-13,Bank Transfer,4927000,TXN-13659734CU,Successful,2025-10-13
PAY0003005,INV0001656,STU001378,2028-05-16,E-Wallet,52000000,TXN-19754413CR,Successful,2028-05-16
PAY0003006,INV0000554,STU000363,2026-09-20,Bank Transfer,7394000,TXN-70761278AT,Successful,2026-09-20
PAY0003007,INV0002014,STU000859,2025-01-23,Card,31391000,TXN-40198731WE,Successful,2025-01-23
PAY0003008,INV0002591,STU000389,2025-05-28,Bank Transfer,11272000,TXN-44948641CF,Successful,2025-05-28
PAY0003009,INV0000238,STU000822,2024-02-27,E-Wallet,23555000,TXN-44807192VE,Pending,2024-02-27
PAY0003010,INV0001668,STU001463,2022-09-20,E-Wallet,12305000,TXN-53090169RX,Successful,2022-09-20
PAY0003011,INV0000270,STU000336,2025-02-07,Cash,6169000,TXN-32735504DT,Failed,2025-02-07
PAY0003012,INV0001884,STU001236,2026-02-11,Card,5097000,TXN-18127991ES,Successful,2026-02-11
PAY0003013,INV0000410,STU000995,2029-08-11,Cash,12689000,TXN-50214779HE,Successful,2029-08-11
PAY0003014,INV0001427,STU000707,2025-10-13,Bank Transfer,5586000,TXN-26185913IH,Successful,2025-10-13
PAY0003015,INV0001632,STU000921,2026-11-21,Bank Transfer,9737000,TXN-58897157FP,Successful,2026-11-21
PAY0003016,INV0000493,STU001019,2025-09-27,E-Wallet,10161000,TXN-14638966QC,Successful,2024-05-03
PAY0003017,INV0001079,STU000890,2024-11-08,Cash,5252000,TXN-69549648QI,Successful,2024-11-08
PAY0003018,INV0000157,STU000955,2027-12-13,Cash,13076000,TXN-73220590RA,Successful,2027-12-13
PAY0003019,INV0002087,STU000772,2027-06-29,Card,9312000,TXN-81283876AZ,Pending,2027-06-29
PAY0003020,INV0002799,STU001190,2026-04-17,Cash,12838000,TXN-79677258AH,Successful,2026-04-17
PAY0003021,INV0002292,STU000729,2023-08-13,Bank Transfer,5135000,TXN-90040803YA,Successful,2023-08-13
PAY0003022,INV0000773,STU000562,2026-10-02,Cash,8624000,TXN-20806256SB,Successful,2026-10-02
PAY0003023,INV0001859,STU000126,2024-10-08,Bank Transfer,9274000,TXN-91041176II,Successful,2024-10-08
PAY0003024,INV0001355,STU000428,2025-09-17,Card,27504000,TXN-72160872AS,Successful,2025-09-17
PAY0003025,INV0001682,STU000828,2027-09-14,E-Wallet,9953000,TXN-86976058KB,Successful,2027-09-14
PAY0003026,INV0000991,STU001204,2021-08-06,Card,4193000,TXN-44988960VR,Successful,2021-08-06
PAY0003027,INV0000360,STU001035,2028-08-28,Card,4076000,TXN-03427069EB,Successful,2028-08-28
PAY0003028,INV0000938,STU001205,2027-10-29,Cash,6634000,TXN-64827237GQ,Successful,2027-10-29
PAY0003029,INV0000573,STU000104,2021-07-23,E-Wallet,16926000,TXN-27769730YH,Successful,2021-07-23
PAY0003030,INV0002169,STU000571,2022-05-28,Bank Transfer,5279000,TXN-28280825BX,Successful,2022-05-28
PAY0003031,INV0002487,STU000967,2020-05-17,Card,2527000,TXN-66495255PS,Successful,2020-05-17
PAY0003032,INV0002212,STU000825,2022-08-31,Card,19030000,TXN-47793912OO,Successful,2022-08-31
PAY0003033,INV0001034,STU000944,2026-09-21,Card,5900000,TXN-72978960BI,Successful,2026-09-21
PAY0003034,INV0000993,STU000746,2026-08-12,Card,7959000,TXN-96909769CO,Successful,2026-08-12
PAY0003035,INV0000414,STU001326,2021-03-06,Cash,12900000,TXN-08893266BB,Successful,2021-03-06
PAY0003036,INV0001028,STU001486,2024-02-14,Card,12933000,TXN-07377641YA,Successful,2024-02-14
PAY0003037,INV0001246,STU000651,2022-10-19,Bank Transfer,15489000,TXN-19154116FK,Failed,2022-10-19
PAY0003038,INV0001307,STU000583,2027-11-25,Bank Transfer,12299000,TXN-34064307RR,Pending,2027-11-25
PAY0003039,INV0000807,STU001259,2030-02-16,Bank Transfer,5599000,TXN-30148500QR,Successful,2030-02-16
PAY0003040,INV0000065,STU000128,2024-12-20,Cash,8320000,TXN-78701580YZ,Successful,2024-12-20
PAY0003041,INV0001994,STU000278,2021-05-07,Cash,6975000,TXN-67524135YX,Successful,2021-05-07
PAY0003042,INV0001594,STU000020,2029-09-24,Card,13578000,TXN-06280771GB,Successful,2029-09-24
PAY0003043,INV0000257,STU000557,2022-05-25,Cash,7756000,TXN-63502758GS,Successful,2022-05-25
PAY0003044,INV0000806,STU000352,2025-11-25,Card,4852000,TXN-19602745ZX,Successful,2025-11-25
PAY0003045,INV0002914,STU000014,2028-10-30,Bank Transfer,13963000,TXN-58133888EX,Successful,2028-10-30
PAY0003046,INV0001979,STU000003,2024-01-11,Bank Transfer,4786000,TXN-04941530AY,Successful,2024-01-11
PAY0003047,INV0001582,STU000858,2024-10-01,E-Wallet,2086000,TXN-52044746LG,Successful,2024-10-01
PAY0003048,INV0002380,STU001132,2029-09-04,E-Wallet,15231000,TXN-14223533CW,Successful,2029-09-04
PAY0003049,INV0001618,STU000534,2027-07-30,Cash,50689000,TXN-06305071NT,Successful,2027-07-30
PAY0003050,INV0001217,STU000094,2025-06-21,E-Wallet,11453000,TXN-58532310MT,Successful,2025-06-21
PAY0003051,INV0000908,STU001030,2027-06-03,Cash,5841000,TXN-60306333VA,Successful,2027-06-03
PAY0003052,INV0001648,STU000303,2026-07-07,E-Wallet,10661000,TXN-62494848ZV,Successful,2026-07-07
PAY0003053,INV0001852,STU000411,2026-05-17,Card,6777000,TXN-93898715TK,Successful,2026-05-17
PAY0003054,INV0002207,STU000401,2022-11-26,Card,8866000,TXN-99142999FD,Successful,2022-11-26
PAY0003055,INV0000520,STU001173,2026-09-15,E-Wallet,10728000,TXN-51883083FY,Successful,2026-09-15
PAY0003056,INV0000688,STU001425,2024-03-28,Card,5297000,TXN-91996476AG,Successful,2024-03-28
PAY0003057,INV0001418,STU000331,2022-01-23,Cash,17858000,TXN-91296062NY,Successful,2022-01-23
PAY0003058,INV0002243,STU000489,2026-10-17,Card,6869000,TXN-21227798UX,Successful,2026-10-17
PAY0003059,INV0000993,STU000746,2026-07-05,Card,8543000,TXN-50371147GX,Successful,2026-07-05
PAY0003060,INV0001930,STU000821,2022-04-02,E-Wallet,6349000,TXN-22907944LI,Successful,2022-04-02
PAY0003061,INV0001401,STU000016,2022-06-04,Card,15337000,TXN-96210853HP,Successful,2022-06-04
PAY0003062,INV0002315,STU000511,2021-01-15,Cash,25095000,TXN-23350905GJ,Reversed,2021-01-15
PAY0003063,INV0000450,STU000463,2026-10-20,E-Wallet,6812000,TXN-29567827YS,Successful,2026-10-20
PAY0003064,INV0002375,STU000934,2025-08-14,E-Wallet,4077000,TXN-71998891EC,Successful,2025-08-14
PAY0003065,INV0002647,STU001324,2024-01-20,Bank Transfer,12724000,TXN-21370188HQ,Successful,2024-01-20
PAY0003066,INV0000682,STU000286,2022-04-25,Cash,13514000,TXN-94107868LY,Successful,2022-04-25
PAY0003067,INV0001341,STU000901,2023-09-12,E-Wallet,5376000,TXN-14456840MY,Successful,2023-09-12
PAY0003068,INV0001138,STU000285,2023-11-29,Card,9166000,TXN-66383365FD,Successful,2023-11-29
PAY0003069,INV0000759,STU000982,2028-06-14,Cash,18301000,TXN-08870429VZ,Pending,2028-06-14
PAY0003070,INV0002139,STU001184,2027-07-04,Bank Transfer,3817000,TXN-92775407VV,Successful,2027-07-04
PAY0003071,INV0001954,STU001180,2023-03-03,Card,15181000,TXN-71302255NT,Successful,2023-03-03
PAY0003072,INV0001457,STU000609,2027-01-10,Bank Transfer,10611000,TXN-90511822NF,Successful,2027-01-10
PAY0003073,INV0000873,STU000713,2027-06-22,Card,11729000,TXN-50877537UR,Successful,2026-04-10
PAY0003074,INV0001814,STU000512,2024-05-20,Bank Transfer,2453000,TXN-57897027EY,Successful,2024-05-20
PAY0003075,INV0000898,STU000554,2020-10-02,Bank Transfer,8566000,TXN-53084945OH,Successful,2020-10-02
PAY0003076,INV0001964,STU001261,2023-10-25,Bank Transfer,6898000,TXN-75054635JJ,Successful,2023-10-25
