Expense_ID,Department_ID,Expense_Date,Expense_Category,Vendor_Name,Description,Amount,Approval_Status,Payment_Method
EXP0001610,DEP018,2023-12-19,Equipment,Phạm Và Đối Tác Tập Đoàn,Chỉ sẽ như dưới vẫn không không.,203216000,Rejected,Cash
EXP0001611,DEP010,2022-03-08,Marketing,Lê Và Hoàng Công Ty Tnhh Mtv,Điều bên đến bạn.,95682000,Rejected,Cash
EXP0001612,DEP005,2023-05-22,Salary,Đặng Và Bùi Công Ty Trách Nhiệm Hữu Hạn,Hơn cái có thay mà làm có đi cái.,888793000,Rejected,Bank Transfer
EXP0001613,DEP008,2026-07-30,Research,Bùi Tập Đoàn,Là như rất khi.,345622000,Rejected,Cash
EXP0001614,DEP017,2024-07-25,Scholarship,Vũ Và Đối Tác Công Ty Cổ Phần,Rất khi vẫn mà được chưa giống cho.,106483000,Rejected,Corporate Card
EXP0001615,DEP015,2025-12-06,Salary,Nguyễn Nguyễn Công Ty Trách Nhiệm Hữu Hạn,Hơn chỉ giữa cái từ số.,419716000,Pending,Cash
EXP0001616,DEP012,2024-03-11,Equipment,Mai Dương Doanh Nghiệp Tư Nhân,Có đó sẽ đến khi.,243070000,Approved,Corporate Card
EXP0001617,DEP001,2022-03-17,Utilities,Đặng Bùi Công Ty Tnhh,Và cái bên thì có.,37540000,Pending,Corporate Card
EXP0001618,DEP018,2024-04-29,Salary,Nguyễn Công Ty Tnhh,Của sẽ sẽ cũng có một.,725543000,Rejected,Bank Transfer
EXP0001619,DEP019,2023-11-15,Office Supplies,Nguyễn Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Đó nhiều sau của nào hoặc.,3028000,Pending,Bank Transfer
EXP0001620,DEP001,2022-12-12,Research,Vũ Và Bùi Công Ty Tnhh,Một chỉ nào cho tại vài cũng.,182872000,Approved,Cash
EXP0001621,DEP017,2024-06-08,Utilities,Vũ Và Đối Tác Công Ty Tnhh,Hơn cũng làm không.,72815000,Pending,Cash
EXP0001622,DEP019,2023-06-04,Research,Bùi Và Đối Tác Công Ty Tnhh,Có người số tôi cho hoặc.,183249000,Rejected,Bank Transfer
EXP0001623,DEP009,2023-07-07,Scholarship,Lê Và Hoàng Công Ty Trách Nhiệm Hữu Hạn,Được nào như chưa.,247773000,Rejected,Corporate Card
EXP0001624,DEP012,2022-06-17,Marketing,Nguyễn Và Đối Tác Công Ty Cổ Phần,Lớn tại nhưng vẫn theo.,62195000,Rejected,Cash
EXP0001625,DEP003,2026-01-31,Office Supplies,Mai Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Đang trong được tại.,24511000,Pending,Cash
EXP0001626,DEP010,2024-12-21,Equipment,Trần Đặng Công Ty Tnhh,Mà hơn vài cho.,302118000,Approved,Cash
EXP0001627,DEP006,2024-07-27,Marketing,Hoàng Công Ty Trách Nhiệm Hữu Hạn,Cũng dưới đang trong nhiều người như trong.,83022000,Approved,Corporate Card
EXP0001628,DEP006,2024-04-15,Maintenance,Dương Và Đối Tác Công Ty Cổ Phần,Đến giống chưa hoặc nơi từ với thế.,17330000,Rejected,Bank Transfer
EXP0001629,DEP012,2022-02-11,Maintenance,Bùi Và Đặng Công Ty Tnhh Mtv,Nơi như nhưng điều đến.,75309000,Pending,Cash
EXP0001630,DEP009,2023-09-24,Office Supplies,Vũ Và Bùi Tập Đoàn,Làm giống nơi như hơn từ tại.,16119000,Approved,Bank Transfer
EXP0001631,DEP010,2023-08-05,Research,Phạm Và Hoàng Tập Đoàn,Mỗi đến cũng như lớn tại trong.,383810000,Pending,Bank Transfer
EXP0001632,DEP009,2025-09-17,Marketing,Bùi Bùi Công Ty Hợp Danh,Chỉ đúng số gần.,46584000,Rejected,Corporate Card
EXP0001633,DEP001,2024-05-04,Research,Trần Lê Công Ty Cổ Phần,Mà cũng đúng số các bạn để hơn.,281871000,Approved,Cash
EXP0001634,DEP020,2022-02-17,Salary,Lê Và Mai Tập Đoàn,Mà như mà hơn trong chưa theo.,221513000,Approved,Cash
EXP0001635,DEP013,2025-01-16,Research,Nguyễn Và Vũ Công Ty Cổ Phần,Cho với khiến không vẫn tại khi.,51763000,Pending,Bank Transfer
EXP0001636,DEP003,2023-01-18,Maintenance,Phạm Dương Công Ty Tnhh Mtv,Được hơn một để có trong.,65001000,Pending,Cash
EXP0001637,DEP016,2022-04-02,Marketing,Mai Dương Công Ty Trách Nhiệm Hữu Hạn,Như của nếu của có có.,183570000,Rejected,Cash
EXP0001638,DEP006,2023-03-19,Utilities,Vũ Bùi Công Ty Tnhh Mtv,Thì sẽ như mà mỗi.,92821000,Rejected,Corporate Card
EXP0001639,DEP015,2022-11-17,Salary,Nguyễn Và Hoàng Công Ty Tnhh,Đi giữa và từng.,522497000,Rejected,Cash
EXP0001640,DEP001,2023-07-21,Marketing,Dương Và Nguyễn Công Ty Hợp Danh,Thì từ của nhưng có số có.,168598000,Rejected,Corporate Card
EXP0001641,DEP011,2024-05-20,Research,Vũ Doanh Nghiệp Tư Nhân,Hoặc làm khiến khiến mà một người.,217555000,Rejected,Bank Transfer
EXP0001642,DEP017,2023-03-25,Research,Đặng Và Đối Tác Công Ty Tnhh Mtv,Bên điều làm của như.,309925000,Rejected,Bank Transfer
EXP0001643,DEP001,2024-05-15,Maintenance,Lê Và Trần Doanh Nghiệp Tư Nhân,Cách hơn nhiều tự.,87718000,Rejected,Cash
EXP0001644,DEP010,2026-06-21,Equipment,Dương Và Nguyễn Doanh Nghiệp Tư Nhân,Dưới làm có lớn của gần tự giữa.,47463000,Rejected,Bank Transfer
EXP0001645,DEP014,2022-06-08,Salary,Mai Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Làm tại từ về.,264669000,Rejected,Bank Transfer
EXP0001646,DEP002,2024-12-30,Salary,Vũ Công Ty Trách Nhiệm Hữu Hạn,Lớn nhiều được cũng tại thế.,222389000,Rejected,Cash
EXP0001647,DEP012,2024-07-02,Maintenance,Đặng Vũ Tập Đoàn,Bên có cũng dưới trong như nơi.,82047000,Approved,Corporate Card
EXP0001648,DEP012,2025-04-21,Maintenance,Đặng Và Vũ Công Ty Hợp Danh,Và đến trong khi theo làm số tại.,25752000,Pending,Bank Transfer
EXP0001649,DEP003,2026-07-30,Equipment,Trần Và Đối Tác Công Ty Tnhh,Trong dưới rất theo mỗi nào được các và.,22948000,Rejected,Cash
EXP0001650,DEP002,2023-06-30,Maintenance,Vũ Công Ty Trách Nhiệm Hữu Hạn,Hoặc hoặc để nhưng.,34765000,Pending,Bank Transfer
EXP0001651,DEP019,2026-01-20,Utilities,Hoàng Và Lê Tập Đoàn,Là để và vậy có số người.,36512000,Approved,Cash
EXP0001652,DEP011,2024-05-19,Utilities,Lê Và Hoàng Doanh Nghiệp Tư Nhân,Đến bạn để như.,49342000,Pending,Cash
EXP0001653,DEP010,2023-04-26,Utilities,Đặng Vũ Tập Đoàn,Đang đến cách nhưng không.,97450000,Approved,Corporate Card
EXP0001654,DEP011,2024-10-29,Equipment,Lê Và Dương Công Ty Hợp Danh,Chỉ số có cái người với vậy này.,162192000,Rejected,Bank Transfer
EXP0001655,DEP015,2025-08-12,Salary,Dương Vũ Doanh Nghiệp Tư Nhân,Này cách đúng sẽ như.,986113000,Approved,Corporate Card
EXP0001656,DEP011,2025-11-11,Scholarship,Trần Và Vũ Công Ty Cổ Phần,Mỗi nhiều trong từ.,238639000,Rejected,Corporate Card
EXP0001657,DEP016,2024-03-12,Office Supplies,Nguyễn Nguyễn Tập Đoàn,Bên rất làm gần từng như đi để vậy.,6354000,Rejected,Cash
EXP0001658,DEP015,2024-07-23,Equipment,Phạm Bùi Công Ty Trách Nhiệm Hữu Hạn,Thế nào tôi thay làm của gần.,284814000,Approved,Bank Transfer
EXP0001659,DEP020,2024-02-08,Maintenance,Dương Nguyễn Công Ty Tnhh,Vài sẽ để có.,146636000,Pending,Bank Transfer
EXP0001660,DEP009,2024-12-05,Scholarship,Phạm Và Đối Tác Công Ty Cổ Phần,Là có số bạn cũng.,209611000,Approved,Corporate Card
EXP0001661,DEP006,2022-11-03,Salary,Trần Nguyễn Công Ty Tnhh,Có đi hơn khi.,993733000,Rejected,Cash
EXP0001662,DEP010,2023-08-22,Salary,Phạm Lê Công Ty Trách Nhiệm Hữu Hạn,Từ đang không gần của vì theo.,842522000,Approved,Corporate Card
EXP0001663,DEP008,2024-02-10,Salary,Dương Và Mai Công Ty Tnhh Mtv,Vẫn không của cho để trong hơn.,775428000,Approved,Cash
EXP0001664,DEP001,2024-06-20,Maintenance,Hoàng Và Trần Tập Đoàn,Trong tự để nào để chỉ một tại để.,21173000,Approved,Cash
EXP0001665,DEP012,2025-05-01,Maintenance,Bùi Và Đối Tác Công Ty Tnhh,Trong người giống đến khiến trong số.,48917000,Approved,Corporate Card
EXP0001666,DEP007,2026-02-08,Equipment,Phạm Và Đối Tác Công Ty Tnhh Mtv,Của bên vài cách là khiến đó thay.,279737000,Approved,Cash
EXP0001667,DEP004,2024-09-13,Utilities,Nguyễn Công Ty Tnhh Mtv,Giữa tôi nhưng bên với cho rất.,28115000,Pending,Corporate Card
EXP0001668,DEP019,2024-06-12,Scholarship,Mai Và Hoàng Công Ty Tnhh,Thay làm từng với nhiều trong.,186946000,Approved,Bank Transfer
EXP0001669,DEP004,2024-02-28,Maintenance,Vũ Và Vũ Doanh Nghiệp Tư Nhân,Để này bạn cái cũng.,133378000,Rejected,Cash
EXP0001670,DEP006,2025-05-05,Office Supplies,Hoàng Bùi Công Ty Tnhh,Các dưới vậy khi như lớn sau.,1683000,Approved,Corporate Card
EXP0001671,DEP003,2025-01-30,Research,Phạm Công Ty Tnhh Mtv,Đó từ nếu hơn cũng cách thế đã đến.,156028000,Approved,Bank Transfer
EXP0001672,DEP011,2022-03-12,Maintenance,Lê Và Đối Tác Công Ty Hợp Danh,Giống vẫn tôi khi đúng để vì tự tôi.,132734000,Pending,Cash
EXP0001673,DEP001,2025-12-05,Salary,Hoàng Và Trần Công Ty Hợp Danh,Vẫn dưới tại như vậy vì các.,877970000,Approved,Cash
EXP0001674,DEP010,2024-07-26,Salary,Phạm Và Đối Tác Công Ty Tnhh Mtv,Của cho như hơn của từ vẫn theo.,851208000,Pending,Corporate Card
EXP0001675,DEP006,2024-11-08,Scholarship,Bùi Nguyễn Công Ty Trách Nhiệm Hữu Hạn,Khiến để cái tôi làm gần này khiến chỉ.,255889000,Pending,Corporate Card
EXP0001676,DEP014,2026-06-15,Scholarship,Trần Và Mai Công Ty Hợp Danh,Thay điều về của tại vài thế làm cũng.,272552000,Rejected,Corporate Card
EXP0001677,DEP012,2024-05-08,Salary,Bùi Doanh Nghiệp Tư Nhân,Để nhưng vài tôi của lớn.,593775000,Rejected,Bank Transfer
EXP0001678,DEP019,2025-01-26,Utilities,Mai Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Của tại đúng đã đã.,92593000,Pending,Cash
EXP0001679,DEP011,2025-07-10,Utilities,Vũ Và Trần Công Ty Tnhh,Để trong đúng tôi khi số.,75154000,Rejected,Corporate Card
EXP0001680,DEP012,2026-03-01,Scholarship,Mai Lê Doanh Nghiệp Tư Nhân,Bên một thay cũng một thay rất và theo.,208602000,Pending,Cash
EXP0001681,DEP017,2022-05-16,Scholarship,Mai Phạm Doanh Nghiệp Tư Nhân,Cho vẫn để đến nào đến nếu.,63840000,Pending,Bank Transfer
EXP0001682,DEP008,2023-11-29,Equipment,Lê Tập Đoàn,Khi theo chỉ bạn bạn mỗi chưa.,191000000,Approved,Bank Transfer
EXP0001683,DEP015,2026-07-09,Equipment,Vũ Và Bùi Công Ty Cổ Phần,Đúng đang cũng nơi tôi về về.,44193000,Rejected,Bank Transfer
EXP0001684,DEP019,2022-12-25,Research,Bùi Và Đặng Công Ty Cổ Phần,Số tại này để với như.,414519000,Approved,Corporate Card
EXP0001685,DEP013,2023-12-07,Salary,Mai Công Ty Hợp Danh,Hoặc như tại tại.,346216000,Approved,Cash
EXP0001686,DEP010,2025-03-29,Marketing,Trần Và Bùi Công Ty Tnhh,Thế để khi vì để.,101151000,Approved,Corporate Card
EXP0001687,DEP003,2023-04-26,Research,Lê Và Đối Tác Công Ty Tnhh,Chỉ giữa nhiều cho rất nhưng cho sau.,114155000,Rejected,Cash
EXP0001688,DEP004,2025-06-01,Maintenance,Mai Công Ty Tnhh Mtv,Nếu các như là khi vẫn giống.,128889000,Pending,Cash
EXP0001689,DEP003,2024-05-19,Salary,Hoàng Và Đối Tác Công Ty Hợp Danh,Giữa đang cũng người.,278684000,Approved,Bank Transfer
EXP0001690,DEP001,2025-04-06,Office Supplies,Đặng Và Đối Tác Công Ty Hợp Danh,Sau giống hơn khiến người với.,1025000,Approved,Cash
EXP0001691,DEP007,2022-08-23,Equipment,Dương Và Đối Tác Công Ty Cổ Phần,Thế đang chỉ chưa vì.,112435000,Approved,Cash
EXP0001692,DEP014,2025-09-18,Research,Mai Và Mai Công Ty Trách Nhiệm Hữu Hạn,Từng được mà vì từng.,289591000,Rejected,Cash
EXP0001693,DEP005,2025-03-27,Research,Trần Hoàng Công Ty Trách Nhiệm Hữu Hạn,Này bạn từ của để.,116591000,Approved,Corporate Card
EXP0001694,DEP004,2022-08-15,Marketing,Phạm Trần Công Ty Hợp Danh,Tại để với dưới bạn nhưng như đang.,37290000,Rejected,Cash
EXP0001695,DEP010,2022-11-03,Office Supplies,Hoàng Bùi Công Ty Tnhh Mtv,Chỉ đang với bạn như thì với.,26415000,Pending,Bank Transfer
EXP0001696,DEP001,2025-08-11,Scholarship,Bùi Công Ty Cổ Phần,Cho như vậy của thế.,210514000,Approved,Bank Transfer
EXP0001697,DEP008,2023-11-21,Marketing,Vũ Và Vũ Tập Đoàn,Là của đã như tại giữa.,34927000,Rejected,Corporate Card
EXP0001698,DEP016,2024-04-09,Maintenance,Hoàng Và Đối Tác Công Ty Hợp Danh,Đó tại được hơn bạn là thì với.,114559000,Approved,Cash
EXP0001699,DEP007,2026-02-04,Equipment,Phạm Và Đối Tác Công Ty Hợp Danh,Nếu gần đó như như nào của là.,71000000,Rejected,Cash
EXP0001700,DEP007,2022-09-22,Research,Trần Vũ Công Ty Cổ Phần,Thay để của hơn.,360624000,Pending,Cash
EXP0001701,DEP016,2025-02-24,Office Supplies,Bùi Dương Công Ty Hợp Danh,Và cũng làm này chỉ để với với hơn.,15423000,Pending,Bank Transfer
EXP0001702,DEP001,2022-05-03,Maintenance,Vũ Công Ty Tnhh Mtv,Sẽ với sẽ là này số tại.,43146000,Approved,Cash
EXP0001703,DEP010,2026-05-17,Marketing,Phạm Và Đối Tác Công Ty Tnhh Mtv,Không với như gần chưa nhưng.,34391000,Rejected,Bank Transfer
EXP0001704,DEP003,2024-06-05,Salary,Phạm Trần Công Ty Cổ Phần,Thế bên như điều dưới vài.,767450000,Rejected,Corporate Card
EXP0001705,DEP013,2026-01-14,Salary,Hoàng Phạm Công Ty Cổ Phần,Từ khi đã khiến gần cũng.,879988000,Rejected,Bank Transfer
EXP0001706,DEP004,2025-10-28,Maintenance,Đặng Và Đối Tác Doanh Nghiệp Tư Nhân,Của người sẽ có chỉ thì hoặc.,44591000,Pending,Bank Transfer
EXP0001707,DEP009,2024-05-25,Scholarship,Trần Mai Công Ty Trách Nhiệm Hữu Hạn,Đi của thế vậy đi.,209680000,Pending,Corporate Card
EXP0001708,DEP008,2025-07-30,Maintenance,Trần Lê Công Ty Tnhh Mtv,Không mỗi vẫn với người số hơn cũng.,135247000,Rejected,Cash
EXP0001709,DEP005,2024-03-04,Marketing,Dương Dương Công Ty Hợp Danh,Với đã vì vậy đang đang đi từng chỉ.,169983000,Approved,Corporate Card
EXP0001710,DEP015,2023-01-06,Research,Dương Dương Công Ty Tnhh Mtv,Cũng theo trong của.,193043000,Approved,Corporate Card
EXP0001711,DEP010,2022-09-11,Marketing,Vũ Và Trần Công Ty Trách Nhiệm Hữu Hạn,Nhiều dưới mỗi thế mỗi nếu vài.,94822000,Rejected,Corporate Card
EXP0001712,DEP010,2022-12-09,Office Supplies,Hoàng Và Trần Doanh Nghiệp Tư Nhân,Không mỗi tại người.,7391000,Rejected,Corporate Card
EXP0001713,DEP005,2024-04-19,Salary,Phạm Và Đối Tác Công Ty Tnhh,Giống bên không đã.,296267000,Rejected,Bank Transfer
EXP0001714,DEP009,2026-07-18,Equipment,Nguyễn Vũ Công Ty Hợp Danh,Giữa nơi tại để nếu giống.,44081000,Approved,Bank Transfer
EXP0001715,DEP004,2025-01-12,Maintenance,Mai Và Đối Tác Công Ty Tnhh,Để cho đúng của chỉ giữa.,91446000,Approved,Bank Transfer
EXP0001716,DEP018,2023-09-03,Office Supplies,Dương Và Đối Tác Tập Đoàn,Từ gần rất đã chỉ có từng mỗi.,27048000,Approved,Bank Transfer
EXP0001717,DEP016,2023-08-05,Marketing,Bùi Doanh Nghiệp Tư Nhân,Từ giống một số điều khi trong hoặc điều.,108582000,Pending,Cash
EXP0001718,DEP018,2022-06-11,Scholarship,Vũ Hoàng Tập Đoàn,Nơi chỉ từ chỉ hơn người là nhưng rất.,13658000,Rejected,Corporate Card
EXP0001719,DEP018,2022-11-11,Maintenance,Mai Và Đối Tác Doanh Nghiệp Tư Nhân,Này như đúng giống được.,114605000,Rejected,Corporate Card
EXP0001720,DEP006,2023-12-31,Scholarship,Bùi Và Mai Công Ty Trách Nhiệm Hữu Hạn,Vì hơn như trong khi bên.,203576000,Pending,Cash
EXP0001721,DEP009,2026-05-26,Marketing,Lê Phạm Công Ty Tnhh Mtv,Tự từ một các của.,83437000,Pending,Bank Transfer
EXP0001722,DEP009,2024-03-29,Scholarship,Phạm Tập Đoàn,Với tại nơi đi.,232330000,Pending,Cash
EXP0001723,DEP007,2023-08-23,Office Supplies,Bùi Công Ty Hợp Danh,Như tại vài với sẽ với.,6457000,Pending,Bank Transfer
EXP0001724,DEP014,2026-02-18,Marketing,Dương Đặng Công Ty Trách Nhiệm Hữu Hạn,Cũng về của thì như và.,46919000,Approved,Corporate Card
EXP0001725,DEP014,2022-05-04,Office Supplies,Mai Công Ty Tnhh,Đang số cũng đến thế tôi tại cách sẽ.,12056000,Pending,Bank Transfer
EXP0001726,DEP017,2022-01-09,Salary,Bùi Công Ty Tnhh Mtv,Vài của về cách tự với được các chỉ.,310750000,Pending,Bank Transfer
EXP0001727,DEP007,2024-08-11,Equipment,Hoàng Và Lê Công Ty Cổ Phần,Tự gần để từ bên thì như.,121578000,Pending,Bank Transfer
EXP0001728,DEP002,2022-01-23,Scholarship,Đặng Và Bùi Tập Đoàn,Sẽ có làm các rất như để.,111759000,Pending,Bank Transfer
EXP0001729,DEP010,2026-05-08,Equipment,Phạm Bùi Tập Đoàn,Vẫn giống hơn chỉ đúng có vậy.,199298000,Approved,Bank Transfer
EXP0001730,DEP011,2023-06-27,Salary,Hoàng Tập Đoàn,Hơn thì có cũng khi.,250811000,Rejected,Bank Transfer
EXP0001731,DEP018,2025-04-23,Office Supplies,Đặng Hoàng Công Ty Cổ Phần,Được bạn cũng hơn.,20328000,Approved,Bank Transfer
EXP0001732,DEP020,2025-12-12,Research,Phạm Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Thì thay không bạn mỗi.,199298000,Pending,Corporate Card
EXP0001733,DEP020,2026-03-03,Equipment,Hoàng Và Trần Công Ty Hợp Danh,Được thế cách cho của theo.,164535000,Rejected,Cash
EXP0001734,DEP003,2023-02-21,Maintenance,Nguyễn Vũ Công Ty Hợp Danh,Trong làm trong như như nhưng làm vì.,37915000,Approved,Corporate Card
EXP0001735,DEP007,2025-06-04,Equipment,Dương Và Phạm Công Ty Tnhh,Từ như giống nơi cách.,27360000,Approved,Bank Transfer
EXP0001736,DEP008,2023-03-17,Utilities,Trần Và Phạm Tập Đoàn,Tự người trong để.,16088000,Approved,Bank Transfer
EXP0001737,DEP012,2022-01-11,Salary,Dương Và Đối Tác Công Ty Tnhh Mtv,Thì để là giống trong để.,877943000,Pending,Cash
EXP0001738,DEP020,2025-12-29,Salary,Mai Phạm Công Ty Tnhh Mtv,Bên từng nhiều được thế cũng cũng cũng.,935911000,Rejected,Corporate Card
EXP0001739,DEP003,2024-06-06,Utilities,Đặng Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Điều của mỗi chưa cũng.,10175000,Pending,Bank Transfer
EXP0001740,DEP010,2025-11-25,Equipment,Nguyễn Doanh Nghiệp Tư Nhân,Để số hơn theo.,165288000,Approved,Cash
EXP0001741,DEP009,2022-02-26,Maintenance,Nguyễn Và Lê Công Ty Hợp Danh,Để đúng nhiều sẽ trong cách dưới.,86139000,Pending,Bank Transfer
EXP0001742,DEP015,2025-08-03,Scholarship,Dương Và Đối Tác Công Ty Hợp Danh,Vẫn giống thay một khi một mà đó với.,106227000,Pending,Bank Transfer
EXP0001743,DEP001,2024-07-13,Equipment,Vũ Nguyễn Công Ty Tnhh,Trong như được mà cho thì như và để.,113537000,Approved,Bank Transfer
EXP0001744,DEP012,2023-05-05,Salary,Dương Công Ty Cổ Phần,Có thế của gần thì nhiều.,543746000,Approved,Cash
EXP0001745,DEP001,2023-12-16,Office Supplies,Vũ Và Đối Tác Công Ty Cổ Phần,Tự làm nhiều khiến tôi.,1194000,Rejected,Bank Transfer
EXP0001746,DEP014,2026-04-28,Marketing,Phạm Và Đặng Công Ty Tnhh Mtv,Lớn với người như lớn khi theo được.,138329000,Pending,Cash
EXP0001747,DEP001,2023-12-29,Scholarship,Hoàng Lê Công Ty Tnhh,Đi cũng thế hoặc đã.,272531000,Approved,Cash
EXP0001748,DEP017,2026-05-14,Office Supplies,Phạm Và Đối Tác Tập Đoàn,Cái cũng cái sẽ cách với cho đã.,22282000,Approved,Bank Transfer
EXP0001749,DEP004,2022-10-28,Marketing,Mai Đặng Doanh Nghiệp Tư Nhân,Như của thay chỉ của để.,73526000,Pending,Corporate Card
EXP0001750,DEP014,2026-04-07,Utilities,Đặng Nguyễn Công Ty Trách Nhiệm Hữu Hạn,Giống trong được nào bạn giống.,84915000,Pending,Bank Transfer
EXP0001751,DEP011,2022-07-19,Marketing,Lê Và Hoàng Công Ty Tnhh Mtv,Một từ cũng như làm khiến thay.,122010000,Approved,Bank Transfer
EXP0001752,DEP001,2024-04-24,Research,Lê Và Đặng Doanh Nghiệp Tư Nhân,Mỗi của sau bên có.,30623000,Pending,Bank Transfer
EXP0001753,DEP012,2022-07-06,Utilities,Hoàng Và Hoàng Công Ty Tnhh,Thay số là từ nơi đang số.,38563000,Pending,Cash
EXP0001754,DEP008,2022-06-03,Research,Trần Công Ty Tnhh Mtv,Mỗi và cách về.,150076000,Pending,Corporate Card
EXP0001755,DEP002,2024-04-22,Research,Hoàng Phạm Công Ty Tnhh Mtv,Mỗi đang giữa đúng đang.,275721000,Approved,Cash
EXP0001756,DEP011,2022-12-14,Marketing,Mai Và Đối Tác Công Ty Tnhh Mtv,Người khiến khi bên với đến vì.,163463000,Rejected,Cash
EXP0001757,DEP018,2025-12-18,Office Supplies,Mai Tập Đoàn,Giống mỗi hơn của như nhiều hơn.,10587000,Rejected,Corporate Card
EXP0001758,DEP018,2025-05-22,Salary,Phạm Tập Đoàn,Tự như trong số thế không chưa.,701498000,Approved,Corporate Card
EXP0001759,DEP013,2025-03-19,Marketing,Trần Công Ty Hợp Danh,Đó với các không với cũng khi đến thay.,23469000,Approved,Corporate Card
EXP0001760,DEP018,2024-04-03,Equipment,Đặng Công Ty Tnhh,Từ hơn sẽ vì không nào.,118775000,Approved,Bank Transfer
EXP0001761,DEP006,2025-03-16,Research,Đặng Và Nguyễn Tập Đoàn,Chỉ cách về thay.,491606000,Approved,Bank Transfer
EXP0001762,DEP013,2022-06-10,Utilities,Mai Doanh Nghiệp Tư Nhân,Trong khi một với làm.,25077000,Pending,Bank Transfer
EXP0001763,DEP012,2023-10-21,Research,Dương Phạm Công Ty Tnhh,Để nào giống thế bên số như.,44237000,Approved,Bank Transfer
EXP0001764,DEP015,2022-06-20,Office Supplies,Lê Vũ Tập Đoàn,Có cái chỉ theo điều vẫn không hoặc dưới.,12809000,Approved,Cash
EXP0001765,DEP007,2022-10-25,Scholarship,Đặng Và Nguyễn Công Ty Tnhh,Nào tại đi mỗi giống như vì.,36028000,Rejected,Cash
EXP0001766,DEP005,2025-08-31,Scholarship,Đặng Công Ty Trách Nhiệm Hữu Hạn,Vậy tại cái cũng vậy tôi vì như giữa.,239829000,Pending,Bank Transfer
EXP0001767,DEP012,2024-07-05,Marketing,Mai Và Hoàng Doanh Nghiệp Tư Nhân,Mà của dưới gần của như giống với.,105810000,Pending,Corporate Card
EXP0001768,DEP013,2023-01-20,Salary,Nguyễn Vũ Công Ty Hợp Danh,Theo sau này chỉ.,801179000,Pending,Bank Transfer
EXP0001769,DEP003,2024-04-02,Maintenance,Dương Và Đối Tác Công Ty Hợp Danh,Cũng vậy các trong.,146014000,Approved,Bank Transfer
EXP0001770,DEP009,2025-03-07,Maintenance,Lê Công Ty Tnhh,Vài như cái thế như bạn để.,31552000,Approved,Cash
EXP0001771,DEP020,2022-11-28,Utilities,Mai Công Ty Hợp Danh,Khi và một về điều khiến như.,7554000,Rejected,Corporate Card
EXP0001772,DEP008,2024-02-10,Marketing,Bùi Và Đối Tác Công Ty Cổ Phần,Khi thế của và từng trong.,22326000,Approved,Cash
EXP0001773,DEP006,2022-10-08,Maintenance,Vũ Và Mai Công Ty Cổ Phần,Trong một như giữa số.,122331000,Pending,Corporate Card
EXP0001774,DEP020,2025-06-12,Maintenance,Trần Nguyễn Công Ty Tnhh,Bên từng gần để để thì đã từng của.,147902000,Pending,Cash
EXP0001775,DEP004,2023-09-03,Research,Lê Hoàng Công Ty Tnhh Mtv,Tôi người như mỗi mỗi mà khiến đó.,414735000,Pending,Bank Transfer
EXP0001776,DEP020,2026-01-31,Equipment,Hoàng Tập Đoàn,Của của bạn sẽ thì bên vẫn nhiều cho.,57140000,Rejected,Cash
EXP0001777,DEP012,2025-01-12,Office Supplies,Dương Dương Doanh Nghiệp Tư Nhân,Bên như như khiến trong với.,7864000,Pending,Cash
EXP0001778,DEP014,2024-11-27,Research,Trần Và Đối Tác Công Ty Tnhh Mtv,Là một theo là theo từng các để nào.,92109000,Approved,Cash
EXP0001779,DEP007,2024-12-12,Research,Hoàng Và Đối Tác Công Ty Tnhh Mtv,Từng từ giữa với.,439361000,Rejected,Cash
EXP0001780,DEP013,2024-02-07,Office Supplies,Vũ Và Nguyễn Tập Đoàn,Số từ từ cái khiến.,11956000,Pending,Corporate Card
EXP0001781,DEP011,2024-04-16,Maintenance,Mai Công Ty Hợp Danh,Là từ đang bạn.,79529000,Rejected,Corporate Card
EXP0001782,DEP012,2022-11-21,Scholarship,Đặng Và Bùi Công Ty Hợp Danh,Đó mỗi như tại để rất như hoặc.,60992000,Rejected,Cash
EXP0001783,DEP015,2025-01-02,Salary,Phạm Và Đối Tác Công Ty Cổ Phần,Với từng hoặc chỉ nếu với để không nơi.,902585000,Rejected,Bank Transfer
EXP0001784,DEP020,2022-05-23,Salary,Dương Lê Công Ty Hợp Danh,Hơn thế lớn hơn về.,960103000,Pending,Corporate Card
EXP0001785,DEP009,2024-12-11,Equipment,Nguyễn Và Phạm Công Ty Hợp Danh,Là thì của giữa dưới.,196303000,Rejected,Corporate Card
EXP0001786,DEP018,2023-08-28,Research,Vũ Và Đối Tác Tập Đoàn,Cách để nào cũng rất tại.,144575000,Pending,Bank Transfer
EXP0001787,DEP005,2024-09-23,Salary,Mai Mai Công Ty Hợp Danh,Của trong người vẫn nếu.,963507000,Rejected,Cash
EXP0001788,DEP003,2022-02-23,Equipment,Phạm Phạm Công Ty Trách Nhiệm Hữu Hạn,Được vậy đến khiến đang.,337803000,Approved,Corporate Card
