Invoice_ID,Student_ID,Semester,Academic_Year,Invoice_Date,Due_Date,Tuition_Fee,Scholarship_Amount,Late_Fee,Total_Amount,Invoice_Status
INV0002458,STU000293,HK Hè,2027-2028,2027-04-26,2027-06-24,10190000,0,0,10190000,Paid
INV0002459,STU000486,HK Hè,2027-2028,06/12/2027,2028-01-05,30038000,7510000,0,22528000,Partially Paid
INV0002460,STU001162,HK Hè,2020-2021,2020-12-07,2021-01-29,8095000,0,0,8095000,Overdue
INV0002461,STU001322,HK Hè,2025-2026,2025-11-15,23/12/2025,13520000,6760000,0,6760000,Paid
INV0002462,STU000174,HK2,2025-2026,2025-12-30,27/02/2026,23284000,0,0,23284000,Partially Paid
INV0002463,STU001300,HK2,2025-2026,2025-07-03,2025-08-16,8441000,0,1023000,9464000,Overdue
INV0002464,STU000385,HK Hè,2024-2025,2024-02-27,2024-04-04,20586000,2059000,1336000,19863000,Overdue
INV0002465,STU000026,HK2,2024-2025,2024-11-05,2024-12-11,16418000,0,0,16418000,Paid
INV0002466,STU000523,HK2,2021-2022,2021-01-25,2021-03-16,27238000,0,0,27238000,Partially Paid
INV0002467,STU000069,HK Hè,2022-2023,2022-11-09,2022-12-17,32666000,16333000,0,16333000,Issued
INV0002468,STU000445,HK1,2024-2025,2024-01-19,2024-02-21,13869000,6934000,0,6935000,Partially Paid
INV0002469,STU000043,HK2,2024-2025,2024-10-16,2024-12-02,16600000,1660000,580000,15520000,Paid
INV0002470,STU000603,HK Hè,2025-2026,2025-08-25,2025-09-25,25100000,0,321000,25421000,Issued
INV0002471,STU000229,HK2,2024-2025,2024-11-18,2025-01-08,31487000,7872000,1477000,25092000,Issued
INV0002472,STU001281,HK Hè,2023-2024,2023-09-24,2023-10-16,15530000,7765000,0,7765000,Paid
INV0002473,STU001078,HK1,2020-2021,2020-07-24,2020-09-06,9488000,949000,167000,8706000,Overdue
INV0002474,STU000618,HK2,2026-2027,2026-01-09,2026-02-04,32653000,16326000,0,16327000,Issued
INV0002475,STU000693,HK2,2026-2027,2026-03-01,2026-04-03,17472000,0,0,17472000,Overdue
INV0002476,STU001320,HK Hè,2025-2026,2025-07-24,2025-08-30,18748000,4687000,0,14061000,Overdue
INV0002477,STU001039,HK Hè,2026-2027,2026-09-01,2026-10-09,17937000,0,0,17937000,Overdue
INV0002478,STU000914,HK Hè,2026-2027,2026-03-19,2026-04-30,32974000,0,0,32974000,Issued
INV0002479,STU000978,HK Hè,2023-2024,2023-01-28,2023-03-04,9167000,0,0,9167000,Issued
INV0002480,STU000556,HK Hè,2022-2023,2022-06-20,2022-07-17,13883000,1388000,0,12495000,Issued
INV0002481,STU001112,HK Hè,2029-2030,2029-06-15,2029-07-06,22716000,2272000,0,20444000,Paid
INV0002482,STU000712,HK1,2025-2026,2025-05-15,2025-06-19,21257000,2126000,0,19131000,Issued
INV0002483,STU000238,HK2,2022-2023,2022-05-11,2022-06-04,9564000,0,0,9564000,Overdue
INV0002484,STU001258,HK Hè,2028-2029,2028-07-27,2028-09-04,27587000,0,0,27587000,Paid
INV0002485,STU000303,HK1,2025-2026,2025-03-16,2025-04-26,19000000,1900000,0,17100000,Paid
INV0002486,STU000055,HK1,2023-2024,2023-07-12,2023-09-04,34453000,3445000,0,31008000,Issued
INV0002487,STU000967,HK1,2020-2021,2020-04-20,2020-05-31,14938000,7469000,0,7469000,Issued
INV0002488,STU000444,HK2,2029-2030,29/03/2029,2029-05-26,14736000,3684000,0,11052000,Partially Paid
INV0002489,STU000614,HK1,2022-2023,2022-02-17,2022-04-15,26282000,0,0,26282000,Issued
INV0002490,STU000875,HK Hè,2026-2027,2026-08-09,2026-09-20,24367000,6092000,0,18275000,Paid
INV0002491,STU000963,HK Hè,2025-2026,2025-03-10,2025-05-08,23504000,0,0,23504000,Paid
INV0002492,STU001044,HK1,2025-2026,2025-10-03,2025-11-30,28061000,2806000,0,25255000,Overdue
INV0002493,STU000491,HK1,2024-2025,2024-02-15,2024-03-10,33602000,16801000,0,16801000,Issued
INV0002494,STU000107,HK Hè,2026-2027,2026-10-28,2026-12-03,9672000,0,0,9672000,Paid
INV0002495,STU001124,HK2,2026-2027,2026-07-15,2026-08-14,29047000,0,0,29047000,Overdue
INV0002496,STU000177,HK Hè,2024-2025,2024-09-21,2024-11-06,20126000,0,1243000,21369000,Issued
INV0002497,STU000123,HK1,2024-2025,2024-08-07,2024-09-24,24702000,6176000,0,18526000,Issued
INV0002498,STU000839,HK2,2022-2023,2022-07-31,2022-09-01,8617000,0,0,8617000,Partially Paid
INV0002499,STU000512,HK Hè,2028-2029,2028-01-13,2028-02-10,33835000,0,0,33835000,Partially Paid
INV0002500,STU001168,HK Hè,2025-2026,2025-12-11,2026-02-08,22598000,0,0,22598000,Issued
INV0002501,STU000678,HK1,2021-2022,2021-03-27,2021-05-10,12456000,1246000,0,11210000,Partially Paid
INV0002502,STU000606,HK1,2023-2024,2023-02-25,2023-04-03,32214000,0,1461000,33675000,Paid
INV0002503,STU000473,HK2,2030-2031,2030-06-03,2030-07-10,18011000,1801000,1284000,17494000,Paid
INV0002504,STU001154,HK Hè,2027-2028,2027-12-03,2028-01-23,17971000,4493000,0,13478000,Paid
INV0002505,STU000622,HK Hè,2025-2026,2025-01-05,2025-03-04,24085000,0,0,24085000,Partially Paid
INV0002506,STU000597,HK Hè,2025-2026,2025-01-30,2025-03-09,9854000,0,1483000,11337000,Partially Paid
INV0002507,STU000273,HK Hè,2021-2022,2021-11-18,2021-12-11,29587000,14794000,0,14793000,Paid
INV0002508,STU001107,HK2,2025-2026,2025-12-02,2026-01-23,26679000,0,0,26679000,Partially Paid
INV0002509,STU000494,HK Hè,2027-2028,2027-03-21,2027-05-02,13987000,1399000,0,12588000,Paid
INV0002510,STU000116,HK1,2021-2022,2021-03-05,2021-04-16,32391000,16196000,0,16195000,Paid
INV0002511,STU000613,HK Hè,2025-2026,2025-10-17,2025-11-27,28727000,7182000,0,21545000,Overdue
INV0002512,STU000508,HK2,2027-2028,2027-12-25,2028-01-21,34621000,0,0,34621000,Paid
INV0002513,STU000320,HK2,2025-2026,2025-12-19,2026-01-23,22553000,0,1418000,23971000,Paid
INV0002514,STU000727,HK1,2025-2026,2025-06-08,2025-07-20,21035000,2104000,0,18931000,Overdue
INV0002515,STU000960,HK1,2022-2023,2022-09-22,2022-10-28,25228000,0,1223000,26451000,Partially Paid
INV0002516,STU000465,HK1,2025-2026,2025-03-10,2025-04-23,28218000,2822000,0,25396000,Overdue
INV0002517,STU000120,HK2,2025-2026,2025-05-19,2025-07-14,10669000,0,0,10669000,Paid
INV0002518,STU000404,HK1,2028-2029,08/10/2028,2028-11-05,14953000,7476000,633000,8110000,Issued
INV0002519,STU001237,HK1,2025-2026,2025-06-04,2025-07-23,21072000,0,0,21072000,Overdue
INV0002520,STU001145,HK1,2024-2025,2024-08-30,2024-09-29,23172000,5793000,1048000,18427000,Issued
INV0002521,STU000359,HK Hè,2024-2025,2024-10-29,2024-11-30,10720000,0,0,10720000,Partially Paid
INV0002522,STU001465,HK1,2025-2026,2025-05-10,2025-06-22,27410000,2741000,0,24669000,Issued
INV0002523,STU000150,HK2,2028-2029,2028-02-09,2028-04-03,10071000,2518000,0,7553000,Issued
INV0002524,STU001286,HK2,2021-2022,2021-12-13,2022-01-25,19673000,0,0,19673000,Overdue
INV0002525,STU001161,HK2,2025-2026,06/06/2025,2025-08-04,13848000,0,662000,14510000,Paid
INV0002526,STU001459,HK2,2025-2026,2025-09-27,2025-11-02,19652000,0,0,19652000,Overdue
INV0002527,STU000359,HK2,2028-2029,19/06/2028,2028-08-17,24899000,12450000,0,12449000,Partially Paid
INV0002528,STU000151,HK Hè,2023-2024,2023-01-28,2023-02-21,12819000,0,0,12819000,Overdue
INV0002529,STU000760,HK Hè,2022-2023,2022-09-16,2022-11-10,26464000,0,0,26464000,Partially Paid
INV0002530,STU000174,HK Hè,2023-2024,2023-12-31,2024-01-25,26439000,0,462000,26901000,Partially Paid
INV0002531,STU000137,HK Hè,2021-2022,2021-02-13,2021-03-30,16833000,8416000,0,8417000,Overdue
INV0002532,STU001339,HK1,2025-2026,2025-05-11,2025-07-05,30722000,7680000,0,23042000,Overdue
INV0002533,STU000056,HK1,2029-2030,2029-04-22,2029-06-02,8769000,0,801000,9570000,Partially Paid
INV0002534,STU001397,HK2,2024-2025,2024-04-14,2024-06-04,32253000,16126000,0,16127000,Partially Paid
INV0002535,STU001070,HK Hè,2021-2022,2021-12-25,2022-02-20,22006000,11003000,0,11003000,Overdue
INV0002536,STU000408,HK Hè,2027-2028,2027-10-13,2027-12-02,33900000,8475000,0,25425000,Partially Paid
INV0002537,STU000264,HK2,2021-2022,2021-04-19,2021-05-10,29846000,0,0,29846000,Partially Paid
INV0002538,STU000417,HK2,2022-2023,2022-12-28,2023-01-27,23671000,0,0,23671000,Partially Paid
INV0002539,STU000809,HK Hè,2027-2028,2027-11-15,2027-12-20,15441000,1544000,0,13897000,Issued
INV0002540,STU001449,HK Hè,2029-2030,2029-07-14,2029-08-10,25660000,0,0,25660000,Issued
INV0002541,STU000267,HK Hè,2026-2027,2026-08-20,19/09/2026,30070000,15035000,0,15035000,Overdue
INV0002542,STU001171,HK Hè,2030-2031,2030-05-17,2030-07-14,18179000,0,0,18179000,Overdue
INV0002543,STU000549,HK1,2027-2028,2027-04-14,2027-05-28,8483000,848000,0,7635000,Partially Paid
INV0002544,STU000625,HK1,2025-2026,2025-09-12,2025-10-11,18602000,1860000,0,16742000,Overdue
INV0002545,STU000232,HK1,2023-2024,2023-08-10,2023-08-30,25888000,12944000,0,12944000,Paid
INV0002546,STU001172,HK2,2026-2027,2026-01-11,2026-02-10,32450000,8112000,903000,25241000,Partially Paid
INV0002547,STU000960,HK1,2024-2025,2024-01-13,2024-02-27,28108000,0,0,28108000,Partially Paid
INV0002548,STU000968,HK1,2027-2028,2027-07-11,2027-08-19,24510000,12255000,0,12255000,Partially Paid
INV0002549,STU000117,HK1,2026-2027,2026-07-05,2026-08-25,22298000,0,0,22298000,Paid
INV0002550,STU000823,HK2,2022-2023,2022-08-11,2022-09-12,26185000,6546000,0,19639000,Issued
INV0002551,STU000436,HK1,2023-2024,2023-11-14,2024-01-06,31426000,0,0,31426000,Overdue
INV0002552,STU000932,HK Hè,2027-2028,2027-04-29,2027-06-14,29444000,0,1203000,30647000,Issued
INV0002553,STU000614,HK1,2023-2024,2023-11-01,2023-12-31,21292000,2129000,0,19163000,Issued
INV0002554,STU000676,HK2,2022-2023,2022-03-29,2022-05-10,13344000,3336000,0,10008000,Issued
INV0002555,STU000238,HK1,2025-2026,2025-09-25,2025-11-16,29851000,14926000,104000,15029000,Issued
INV0002556,STU001060,HK Hè,2024-2025,2024-09-06,2024-10-06,25681000,12840000,0,12841000,Issued
INV0002557,STU001357,HK Hè,2025-2026,01/03/2025,2025-04-17,15226000,0,966000,16192000,Paid
INV0002558,STU000683,HK1,2025-2026,2025-09-10,2025-10-16,8616000,2154000,124000,6586000,Partially Paid
INV0002559,STU000961,HK2,2026-2027,2026-12-03,2027-02-01,28274000,0,0,28274000,Overdue
INV0002560,STU000164,HK1,2027-2028,2027-03-20,2027-05-05,24909000,6227000,0,18682000,Partially Paid
INV0002561,STU001339,HK1,2023-2024,2023-03-27,2023-05-20,17772000,1777000,0,15995000,Partially Paid
INV0002562,STU000904,HK2,2026-2027,2026-09-25,2026-10-26,30182000,0,0,30182000,Partially Paid
INV0002563,STU000549,HK1,2026-2027,2026-04-17,2026-06-07,30459000,15230000,0,15229000,Issued
INV0002564,STU000689,HK Hè,2027-2028,2027-07-22,2027-09-04,14147000,1415000,0,12732000,Issued
INV0002565,STU001169,HK1,2025-2026,21/11/2025,2026-01-01,34607000,17304000,0,17303000,Issued
INV0002566,STU000202,HK1,2024-2025,2024-09-11,2024-11-02,32414000,0,0,32414000,Partially Paid
INV0002567,STU000743,HK1,2023-2024,2023-01-07,2023-01-31,32931000,0,1248000,34179000,Issued
INV0002568,STU000110,HK Hè,2020-2021,2020-05-31,2020-07-15,30448000,0,1411000,31859000,Paid
INV0002569,STU000286,HK2,2024-2025,2024-12-05,2025-01-20,16380000,4095000,1272000,13557000,Overdue
INV0002570,STU000289,HK2,2025-2026,2025-08-23,2025-09-13,32004000,0,0,32004000,Paid
INV0002571,STU000611,HK2,2022-2023,2022-05-24,2022-07-04,25036000,2504000,0,22532000,Paid
INV0002572,STU000359,HK Hè,2028-2029,2028-06-10,2028-07-04,28921000,2892000,0,26029000,Issued
INV0002573,STU000647,HK1,2025-2026,2025-04-16,2025-05-25,13488000,0,0,13488000,Paid
INV0002574,STU001413,HK Hè,2030-2031,2030-03-02,2030-04-12,21739000,0,0,21739000,Partially Paid
INV0002575,STU000093,HK Hè,2027-2028,2027-06-19,2027-08-06,12364000,6182000,0,6182000,Overdue
INV0002576,STU000018,HK Hè,2024-2025,30/03/2024,2024-04-19,23141000,11570000,0,11571000,Partially Paid
INV0002577,STU001040,HK2,2026-2027,2026-08-22,2026-09-14,16800000,0,904000,17704000,Issued
INV0002578,STU000354,HK2,2019-2020,2019-12-22,2020-01-22,31455000,0,0,31455000,Issued
INV0002579,STU000547,HK Hè,2027-2028,2027-08-03,2027-10-01,24031000,2403000,0,21628000,Issued
INV0002580,STU000937,HK Hè,2025-2026,2025-04-27,2025-05-29,18606000,0,0,18606000,Paid
INV0002581,STU000760,HK1,2020-2021,2020-12-14,2021-01-20,22796000,0,157000,22953000,Paid
INV0002582,STU001082,HK2,2026-2027,2026-10-18,2026-11-07,12632000,1263000,0,11369000,Paid
INV0002583,STU001379,HK1,2025-2026,2025-01-28,2025-03-16,24759000,2476000,0,22283000,Overdue
INV0002584,STU000873,HK2,2022-2023,2022-06-07,2022-07-15,11541000,2885000,0,8656000,Overdue
INV0002585,STU001160,HK2,2023-2024,22/11/2023,2024-01-14,17285000,1728000,0,15557000,Overdue
INV0002586,STU000232,HK2,2023-2024,2023-06-11,2023-07-28,27215000,0,0,27215000,Paid
INV0002587,STU001455,HK1,2024-2025,2024-09-12,2024-10-15,15484000,0,0,15484000,Paid
INV0002588,STU000132,HK Hè,2028-2029,2028-07-03,2028-08-21,11312000,0,0,11312000,Paid
INV0002589,STU000132,HK1,2026-2027,2026-08-23,2026-10-09,28495000,2850000,710000,26355000,Partially Paid
INV0002590,STU001224,HK Hè,2023-2024,2023-01-19,2023-02-10,10304000,0,0,10304000,Partially Paid
INV0002591,STU000389,HK Hè,2025-2026,2025-03-08,2025-04-16,14709000,0,0,14709000,Paid
INV0002592,STU000710,HK2,2024-2025,2024-02-13,2024-03-27,8778000,4389000,0,4389000,Paid
INV0002593,STU000801,HK2,2023-2024,2023-06-14,2023-07-18,19809000,0,0,19809000,Paid
INV0002594,STU000912,HK Hè,2029-2030,2029-12-02,2029-12-25,27523000,0,0,27523000,Overdue
INV0002595,STU000300,HK2,2025-2026,2025-03-14,2025-05-03,16339000,0,0,16339000,Paid
INV0002596,STU000350,HK Hè,2029-2030,2029-11-15,2029-12-18,29353000,7338000,806000,22821000,Overdue
INV0002597,STU000416,HK2,2026-2027,2026-11-27,2026-12-19,29121000,0,0,29121000,Issued
INV0002598,STU000631,HK Hè,2021-2022,2021-05-27,2021-06-18,18803000,4701000,0,14102000,Paid
INV0002599,STU001063,HK Hè,2026-2027,2026-10-02,2026-11-04,13471000,0,0,13471000,Overdue
INV0002600,STU000420,HK1,2025-2026,2025-10-24,2025-11-24,14370000,0,0,14574000,Paid
INV0002601,STU000895,HK1,2023-2024,2023-09-22,2023-10-14,16077000,0,0,16077000,Partially Paid
INV0002602,STU001325,HK2,2027-2028,03/10/2027,2027-10-24,14379000,3595000,0,10784000,Issued
INV0002603,STU000975,HK2,2025-2026,2025-06-18,2025-07-29,11137000,5568000,524000,6093000,Paid
INV0002604,STU001023,HK1,2025-2026,2025-04-29,2025-06-19,24365000,0,0,24365000,Issued
INV0002605,STU000133,HK Hè,2021-2022,2021-04-01,2021-05-12,14544000,0,1118000,15662000,Overdue
INV0002606,STU001091,HK1,2022-2023,2022-09-25,2022-10-29,14257000,0,0,14257000,Issued
INV0002607,STU000952,HK1,2022-2023,2022-07-16,2022-08-24,17401000,1740000,0,15661000,Overdue
INV0002608,STU001387,HK1,2024-2025,2024-04-19,2024-05-20,30769000,15384000,0,15385000,Issued
INV0002609,STU001446,HK1,2024-2025,2024-09-16,2024-11-07,20561000,0,0,20561000,Overdue
INV0002610,STU001385,HK1,2028-2029,2028-04-18,2028-05-30,20133000,0,0,20133000,Partially Paid
INV0002611,STU001056,HK2,2025-2026,2025-09-16,2025-10-27,10333000,0,0,10333000,Issued
INV0002612,STU000043,HK1,2023-2024,2023-12-12,2024-02-03,27079000,0,101000,27180000,Paid
INV0002613,STU000695,HK1,2024-2025,2024-08-12,2024-09-27,18156000,1816000,0,16340000,Paid
INV0002614,STU001409,HK2,2024-2025,2024-11-09,2024-12-19,13072000,0,0,13072000,Overdue
INV0002615,STU000816,HK2,2021-2022,27/12/2021,2022-01-31,19508000,9754000,0,9754000,Paid
INV0002616,STU000811,HK Hè,2024-2025,2024-11-18,2024-12-31,26158000,0,1427000,27585000,Overdue
INV0002617,STU000489,HK Hè,2023-2024,2023-01-05,2023-02-10,8855000,2214000,0,6641000,Paid
INV0002618,STU000885,HK1,2026-2027,2026-01-31,2026-03-30,18721000,1872000,0,16849000,Paid
INV0002619,STU001313,HK1,2022-2023,2022-03-28,2022-05-10,11044000,0,0,11044000,Partially Paid
INV0002620,STU000910,HK2,2027-2028,2027-03-17,2027-05-08,13771000,0,0,13771000,Paid
INV0002621,STU001286,HK2,2024-2025,2024-01-09,2024-02-13,24617000,2462000,1022000,23177000,Issued
INV0002622,STU001142,HK1,2023-2024,2023-11-19,2023-12-11,20912000,0,1013000,21925000,Partially Paid
INV0002623,STU001142,HK Hè,2024-2025,2024-09-29,2024-11-04,14155000,0,0,14155000,Issued
INV0002624,STU000898,HK2,2021-2022,2021-10-02,2021-11-25,8887000,4444000,0,4443000,Overdue
INV0002625,STU000452,HK1,2027-2028,2027-01-16,2027-02-13,25327000,0,0,25327000,Partially Paid
INV0002626,STU001429,HK Hè,2024-2025,2024-03-29,2024-05-03,25176000,0,0,25176000,Issued
INV0002627,STU000308,HK Hè,2022-2023,2022-12-09,2023-01-21,28946000,0,928000,31168000,Partially Paid
INV0002628,STU001315,HK1,2026-2027,2026-10-25,2026-12-22,34167000,0,985000,35152000,Overdue
INV0002629,STU000303,HK2,2025-2026,2025-09-15,2025-11-03,28037000,0,0,28037000,Partially Paid
INV0002630,STU001388,HK1,2025-2026,2025-12-07,2026-01-10,12528000,0,0,12528000,Overdue
INV0002631,STU001155,HK1,2021-2022,2021-12-20,2022-01-12,28434000,0,0,28434000,Paid
INV0002632,STU000575,HK1,2022-2023,2022-09-22,2022-11-15,27855000,2786000,0,25069000,Overdue
INV0002633,STU001265,HK2,2026-2027,2026-04-14,2026-05-13,15910000,0,0,15910000,Partially Paid
INV0002634,STU001478,HK1,2027-2028,2027-09-15,2027-10-22,28933000,0,0,28933000,Overdue
INV0002635,STU000668,HK2,2022-2023,2022-11-02,2022-12-03,21550000,0,0,21550000,Issued
INV0002636,STU000997,HK2,2024-2025,2024-10-25,2024-11-28,19029000,9514000,0,9515000,Issued
INV0002637,STU000115,HK1,2026-2027,2026-03-05,2026-04-11,9278000,0,130000,9408000,Paid
INV0002638,STU001176,HK1,2026-2027,2026-11-07,2026-12-23,17836000,4459000,0,13377000,Issued
INV0002639,STU000020,HK1,2027-2028,2027-02-27,2027-04-09,19639000,0,0,19639000,Overdue
INV0002640,STU000051,HK1,2024-2025,2024-03-20,2024-05-06,22812000,0,0,22812000,Issued
INV0002641,STU000590,HK Hè,2029-2030,2029-08-14,2029-09-27,13769000,0,0,13769000,Overdue
INV0002642,STU000667,HK2,2021-2022,2021-02-20,2021-04-19,22873000,0,0,22873000,Partially Paid
INV0002643,STU000341,HK Hè,2023-2024,2023-05-08,2023-06-14,13213000,1321000,0,11892000,Paid
INV0002644,STU000945,HK Hè,2026-2027,2026-02-19,2026-03-14,28824000,2882000,0,25942000,Paid
INV0002645,STU001443,HK2,2026-2027,2026-01-16,2026-03-11,31042000,15521000,352000,15873000,Partially Paid
INV0002646,STU000211,HK Hè,2027-2028,2027-12-29,2028-02-06,28057000,0,1109000,29166000,Partially Paid
INV0002647,STU001324,HK1,2023-2024,2023-11-30,2024-01-09,32902000,0,0,32902000,Overdue
INV0002648,STU001292,HK2,2025-2026,2025-10-06,2025-10-26,30103000,15052000,0,15051000,Issued
INV0002649,STU000836,HK1,2027-2028,2027-12-31,2028-02-08,14108000,0,284000,16825000,Overdue
INV0002650,STU000196,HK Hè,2023-2024,2023-11-26,2024-01-14,27703000,6926000,0,20777000,Issued
INV0002651,STU001257,HK2,2026-2027,2026-12-18,2027-01-08,11561000,5780000,0,5781000,Partially Paid
INV0002652,STU000058,HK1,2026-2027,2026-11-17,2027-01-04,32873000,0,0,32873000,Paid
INV0002653,STU000483,HK2,2021-2022,2021-07-12,2021-08-03,10196000,1020000,0,9176000,Overdue
INV0002654,STU000991,HK Hè,2026-2027,10/03/2026,2026-05-01,11814000,5907000,0,5907000,Issued
INV0002655,STU001063,HK1,2027-2028,2027-04-13,2027-06-09,20411000,0,0,20411000,Overdue
INV0002656,STU000770,HK Hè,2026-2027,2026-09-27,2026-10-19,34122000,3412000,0,30710000,Overdue
INV0002657,STU000472,HK1,2022-2023,2022-01-02,2022-02-15,27642000,13821000,118000,13939000,Paid
INV0002658,STU000004,HK1,2026-2027,2026-10-06,2026-11-16,29334000,2933000,0,26401000,Issued
INV0002659,STU000404,HK Hè,2025-2026,2025-01-22,2025-03-12,27349000,0,0,27349000,Overdue
INV0002660,STU000973,HK2,2024-2025,2024-12-30,2025-02-27,9880000,0,0,9880000,Overdue
INV0002661,STU001305,HK2,2027-2028,2027-11-28,2027-12-18,8182000,0,0,8182000,Issued
INV0002662,STU000025,HK1,2025-2026,2025-12-30,2026-01-31,17898000,0,0,17898000,Partially Paid
INV0002663,STU001449,HK Hè,2028-2029,2028-02-10,22/03/2028,30582000,15291000,1379000,16670000,Issued
INV0002664,STU001282,HK1,2024-2025,2024-10-28,2024-12-10,23631000,11816000,843000,12658000,Paid
INV0002665,STU000339,HK1,2022-2023,2022-05-28,2022-07-09,11765000,5882000,324000,6207000,Paid
INV0002666,STU000818,HK Hè,2027-2028,2027-02-13,2027-03-16,28659000,0,1069000,29728000,Issued
INV0002667,STU000949,HK2,2024-2025,2024-11-11,2024-12-27,34067000,0,266000,34333000,Partially Paid
INV0002668,STU001006,HK1,2027-2028,2027-12-29,2028-01-28,18485000,9242000,1238000,10481000,Partially Paid
INV0002669,STU000388,HK1,2027-2028,2027-04-14,2027-05-30,31109000,0,0,31109000,Issued
INV0002670,STU000199,HK2,2024-2025,2024-02-12,2024-03-24,27708000,0,0,27708000,Paid
INV0002671,STU000948,HK Hè,2024-2025,2024-12-24,2025-01-13,10119000,5060000,0,5059000,Partially Paid
INV0002672,STU000575,HK Hè,2022-2023,2022-10-15,2022-11-18,13566000,3392000,0,10174000,Issued
INV0002673,STU000364,HK2,2020-2021,2020-10-30,2020-12-02,12050000,0,0,12050000,Paid
INV0002674,STU000663,HK2,2025-2026,2025-05-03,2025-06-19,10100000,0,0,10100000,Paid
INV0002675,STU001379,HK Hè,2027-2028,2027-06-15,2027-08-09,28226000,7056000,0,21170000,Issued
INV0002676,STU000754,HK2,2026-2027,2026-01-11,2026-03-06,25749000,0,0,25749000,Paid
INV0002677,STU001301,HK Hè,2028-2029,2028-01-22,2028-02-26,23723000,0,0,23723000,Partially Paid
INV0002678,STU000489,HK2,2027-2028,2027-07-09,2027-08-12,30833000,7708000,0,23125000,Overdue
INV0002679,STU001021,HK2,2026-2027,2026-02-23,2026-03-27,9692000,4846000,0,4846000,Overdue
INV0002680,STU000799,HK Hè,2021-2022,2021-05-08,2021-06-18,17303000,1730000,673000,16246000,Partially Paid
INV0002681,STU000399,HK2,2026-2027,2026-12-02,2027-01-27,30656000,0,336000,30992000,Partially Paid
INV0002682,STU000198,HK Hè,2023-2024,2023-01-02,2023-02-20,24779000,12390000,1188000,13577000,Partially Paid
INV0002683,STU001031,HK2,2022-2023,2022-12-25,2023-01-17,13766000,0,307000,14073000,Partially Paid
INV0002684,STU001226,HK2,2028-2029,2028-07-10,2028-07-31,21584000,5396000,129000,16317000,Paid
INV0002685,STU000275,HK Hè,2025-2026,19/10/2025,2025-11-12,14626000,7313000,1265000,8578000,Overdue
INV0002686,STU001164,HK2,2026-2027,2026-06-26,2026-08-20,21732000,5433000,0,16299000,Paid
INV0002687,STU000900,HK1,2021-2022,2021-02-25,2021-03-26,24065000,2406000,0,21659000,Overdue
INV0002688,STU000353,HK1,2020-2021,2020-10-08,2020-11-15,15590000,0,0,15590000,Overdue
INV0002689,STU000663,HK Hè,2020-2021,2020-09-24,2020-11-16,10175000,0,0,10175000,Partially Paid
INV0002690,STU000658,HK Hè,2028-2029,2028-03-28,2028-05-15,30441000,15220000,0,15221000,Paid
INV0002691,STU000724,HK1,2026-2027,2026-09-17,2026-10-27,28123000,7031000,0,21092000,Overdue
INV0002692,STU001063,HK2,2026-2027,2026-10-20,09/12/2026,34730000,0,0,34730000,Issued
INV0002693,STU000406,HK1,2022-2023,2022-05-13,2022-07-08,31516000,0,0,31516000,Paid
INV0002694,STU001350,HK Hè,2026-2027,2026-09-10,2026-10-17,13162000,0,0,13162000,Paid
INV0002695,STU000744,HK2,2022-2023,2022-10-24,2022-12-05,12967000,0,0,12967000,Issued
INV0002696,STU000624,HK1,2023-2024,2023-04-25,2023-06-15,21783000,10892000,1012000,11903000,Paid
INV0002697,STU001041,HK Hè,2025-2026,2025-08-19,2025-09-08,34186000,0,486000,34672000,Overdue
INV0002698,STU001113,HK2,2022-2023,2022-05-15,2022-07-11,14869000,0,0,18141000,Paid
INV0002699,STU001152,HK1,2024-2025,2024-01-27,2024-03-09,9129000,0,0,9129000,Overdue
INV0002700,STU001345,HK Hè,2025-2026,2025-10-27,21/12/2025,33479000,16740000,0,16739000,Overdue
INV0002701,STU000497,HK Hè,2027-2028,2027-10-06,2027-10-29,12961000,0,0,12961000,Partially Paid
INV0002702,STU001029,HK1,2026-2027,16/11/2026,2026-12-09,28722000,14361000,0,14361000,Paid
INV0002703,STU001180,HK1,2021-2022,2021-12-28,2022-01-26,31071000,0,0,31071000,Issued
INV0002704,STU001461,HK Hè,2027-2028,2027-12-28,2028-02-17,11104000,0,0,11104000,Paid
INV0002705,STU000734,HK1,2025-2026,2025-07-21,2025-09-15,8098000,0,1428000,9526000,Overdue
INV0002706,STU001344,HK1,2021-2022,2021-02-28,2021-04-10,19825000,4956000,0,14869000,Partially Paid
INV0002707,STU000924,HK Hè,2026-2027,2026-05-19,2026-07-17,33650000,0,0,33650000,Partially Paid
INV0002708,STU000516,HK1,2021-2022,2021-03-22,2021-04-13,34988000,0,0,34988000,Partially Paid
INV0002709,STU000090,HK1,2026-2027,2026-04-30,2026-06-16,11779000,0,0,11779000,Paid
INV0002710,STU000463,HK1,2024-2025,2024-11-22,2025-01-08,13492000,1349000,0,12143000,Partially Paid
INV0002711,STU000093,HK1,2028-2029,2028-03-10,2028-04-21,13138000,3284000,780000,10634000,Overdue
INV0002712,STU001474,HK Hè,2022-2023,2022-02-24,16/03/2022,28211000,0,749000,28960000,Issued
INV0002713,STU000196,HK Hè,2026-2027,2026-11-13,2026-12-09,21149000,0,830000,21979000,Paid
INV0002714,STU000112,HK2,2025-2026,2025-07-14,2025-08-18,19768000,0,0,19768000,Paid
INV0002715,STU001454,HK2,2026-2027,2026-08-11,2026-10-07,26045000,0,0,26045000,Paid
